gstin,name,band,planted_as,group
33SXHBV5455Q3ZA,Vora LLC,clean,ordinary_trader,
29FKTQX9100V7ZB,Saha and Sons,clean,ordinary_trader,
27SMUUO2665D2ZB,Sampath-Pai,clean,ordinary_trader,
27ZXPIC6089I8ZK,Barman and Sons,clean,ordinary_trader,
33ZBNHU0943P7ZR,"Oak, Kohli and Walia",clean,ordinary_trader,
19ZJYJV7014C7ZU,Jaggi-Jain,clean,ordinary_trader,
27XCGLU6888M7Z9,Korpal-Wadhwa,clean,ordinary_trader,
24HHIGA2305T5Z7,Kari-Divan,clean,ordinary_trader,
07HPZMN5057X8Z8,Padmanabhan-Savant,clean,ordinary_trader,
32CSIUV0454F1ZA,Rajagopalan-Murty,clean,ordinary_trader,
19CINWU1856P4ZV,Jhaveri and Sons,clean,ordinary_trader,
06FAQAP4122I4ZE,"Agate, Bhardwaj and Pai",low,honest_two_way_trader,honest-loop-3
09EULJN4456L1ZL,Sharaf-Brahmbhatt,low,honest_two_way_trader,honest-loop-4
29NHUTK5280X8ZT,Palan-Dash,clean,ordinary_trader,
19VUHEQ8805P5ZR,Patel Inc,clean,ordinary_trader,
33PVFCK5757F9ZU,Sani PLC,clean,ordinary_trader,
32CLEZO9487M4ZJ,Dani-Luthra,clean,ordinary_trader,
07TUAFV0647D4Z4,"Shah, Deep and Sarkar",clean,ordinary_trader,
29GCOAS1769B1ZC,Balan-Das,clean,ordinary_trader,
09GJYTU8142N9ZG,"Dayal, Andra and Goyal",clean,ordinary_trader,
32BEJPU7148L1Z5,Nair LLC,clean,ordinary_trader,
07LAEKR6024L4ZM,Saha-Ravel,clean,ordinary_trader,
27IOSSF2051N4ZH,Konda LLC,clean,ordinary_trader,
33JCJFN2696A7ZH,Agarwal-Mahajan,clean,ordinary_trader,
27ZOOLX7194T4Z6,Parsa Ltd,clean,ordinary_trader,
19YDRKQ8981G8Z0,Ramachandran and Sons,low,honest_two_way_trader,honest-loop-4
32OZGOZ2432H7ZB,Bhardwaj-Dash,clean,ordinary_trader,
29CODLF5738S2ZV,Loyal-Parikh,clean,ordinary_trader,
09EAVZF4445T5ZF,Bhandari Group,clean,ordinary_trader,
06YWWNO5198J8ZW,Shere-Ganguly,clean,ordinary_trader,
29CBPWW7946Z2ZA,Chakraborty-Palla,clean,ordinary_trader,
19PLHHW1016H9ZF,Dalal LLC,clean,ordinary_trader,
07ONTHA8211P8ZV,"Kohli, Rana and Sem",clean,ordinary_trader,
36XEDXQ4487H8ZR,"Halder, Bobal and Mutti",clean,ordinary_trader,
29UTSSL5497K4Z2,Ranganathan-Bansal,low,honest_two_way_trader,honest-loop-2
29JQZRD1863U2Z1,Rege-Bora,clean,ordinary_trader,
24UPLTN9627B4Z5,Lad-Aggarwal,clean,ordinary_trader,
06BAGOT5114I3ZB,Goel Inc,low,honest_two_way_trader,honest-loop-3
06BYUOB2814C3Z6,Muni Inc,clean,ordinary_trader,
24ZMIAB1800N3ZA,Magar PLC,clean,ordinary_trader,
27LQOKU1297U4Z3,Toor and Sons,clean,ordinary_trader,
27WIYMC1225Z2ZK,Patel Inc,clean,ordinary_trader,
36EAVZD5995V1ZW,Pau-Kashyap,clean,ordinary_trader,
24WDFFK6372L6ZG,Misra Inc,clean,ordinary_trader,
27DLLPY9697K6ZC,"Khurana, Kari and Raman",clean,ordinary_trader,
29GHOXW1991A4ZA,"Sarin, Sabharwal and Behl",clean,ordinary_trader,
32HRUDX5644S8Z9,Walla Inc,clean,ordinary_trader,
06FOYRN1089G8ZA,Dutt-Sengupta,clean,ordinary_trader,
36GNWQX9803V1ZI,"Dugar, Lal and Borde",clean,ordinary_trader,
06RANFK6405V9Z5,Suri PLC,clean,ordinary_trader,
29QKBDF0435G7ZL,Vohra PLC,clean,ordinary_trader,
19UQTPQ2259G5ZS,"Kadakia, Mannan and Uppal",clean,ordinary_trader,
07SMIEI8471F2ZB,Tandon and Sons,clean,ordinary_trader,
24YOQGQ4383D7ZJ,Bath Ltd,clean,ordinary_trader,
06RGXNS6258D5ZB,Kalita and Sons,clean,ordinary_trader,
29KTEZO9632U3ZL,Pillai-Ravel,clean,ordinary_trader,
36WXXDM3871X2Z4,Deol and Sons,low,honest_two_way_trader,honest-loop-3
07ABDII1174G9ZY,"Thaman, Sant and Thakur",clean,ordinary_trader,
29BGPKH2454D9ZH,Tailor-Gole,clean,ordinary_trader,
07NUJPG7828Q1ZF,"Nagar, Magar and Chauhan",medium,grey_ring_member,grey-ring-1
32NCEZY3306X8ZQ,Dhar LLC,medium,grey_ring_member,grey-ring-1
06RPWDU5021D3Z1,"Chandran, Dhar and Modi",medium,grey_ring_member,grey-ring-1
24GYOUU9943P5ZV,Sarraf and Sons,medium,grey_ring_member,grey-ring-2
29QWAFK3462C2ZZ,Pradhan and Sons,medium,grey_ring_member,grey-ring-2
36MXXOD2635L2ZC,Trivedi-Oak,medium,grey_ring_member,grey-ring-2
06IEVQG3946F7ZP,Amble LLC,medium,grey_ring_member,grey-ring-2
29AUOHY9915P1Z9,Vora-Mitra,high,invoice_mill,mill-1
36WNVVM4926G7Z0,Badami and Sons,high,invoice_mill,mill-2
24XLEYG4981J6ZB,"Madan, Purohit and Bir",medium,grey_mill,grey-mill-1
