gstin,name,band,planted_as,group
33ZGGJT3452Z9ZM,"Mangal, Shanker and Dada",clean,ordinary_trader,
09ZSHDF0759E6ZI,Sarma-Rajan,clean,ordinary_trader,
19TWPDK1029Q9ZV,D’Alia Ltd,clean,ordinary_trader,
33JBMUU9826S9ZS,Doctor Ltd,clean,ordinary_trader,
27OJPJG5751Q9ZP,Narayanan LLC,clean,ordinary_trader,
32SQKAB9188W4ZM,Majumdar PLC,clean,ordinary_trader,
19YYFRL9527I9Z9,"Singhal, Ranganathan and Parsa",clean,ordinary_trader,
29OGQPS9909G7Z6,Sridhar-Bawa,clean,ordinary_trader,
32IVWPJ7376Q4Z0,"Rattan, Mishra and Sehgal",low,honest_two_way_trader,honest-loop-6
29USGWX1989Q3ZZ,"Contractor, Tandon and Nayar",clean,ordinary_trader,
06TCADY7956Q6ZN,"Borah, Sampath and Saran",clean,ordinary_trader,
06PZWSF4746Y6ZT,"Halder, Bajwa and Kannan",clean,ordinary_trader,
07TYIMZ2284O4Z1,Prakash-Goel,clean,ordinary_trader,
07RVTRH6884G5Z0,"Loke, Mistry and Shetty",clean,ordinary_trader,
09ANVHT9019M7ZI,"Tripathi, Natt and Magar",clean,ordinary_trader,
33WIGQM6624A4ZE,Chauhan and Sons,clean,ordinary_trader,
07EXZJI7582N2ZA,"Zacharia, Bala and Minhas",clean,ordinary_trader,
27KIGNT5187B8ZG,"Bumb, Tak and Karnik",clean,ordinary_trader,
33HDITW1676M3Z4,Doctor PLC,clean,ordinary_trader,
19PMVLM8327E5Z6,Kota LLC,clean,ordinary_trader,
19GDYON7009D6ZZ,"Chad, Andra and Saraf",clean,ordinary_trader,
36MXBMY1029U8ZP,"Rama, Subramanian and Krish",clean,ordinary_trader,
09RCQLF1259I8Z5,"Taneja, Khanna and Ghosh",clean,ordinary_trader,
29SKRVJ6173V4ZX,"Naik, Gour and Dhar",clean,ordinary_trader,
27TJURT9166L6Z2,Chacko-Barad,clean,ordinary_trader,
09TODUT9604W4ZB,Vaidya Inc,clean,ordinary_trader,
33LBRVI3277G3Z7,Memon-Singh,clean,ordinary_trader,
06FIJDU6845U1ZL,Sawhney Ltd,clean,ordinary_trader,
36IZJOL6320Q3ZB,Karan-Gulati,clean,ordinary_trader,
06QZKIZ8052V4ZB,"Patil, Char and Karnik",low,honest_two_way_trader,honest-loop-2
32CPIIR2191E8ZS,"Parekh, Kapoor and Vaidya",clean,ordinary_trader,
09VZQHV7328Y1ZZ,"Iyer, Goyal and Bhakta",clean,ordinary_trader,
29PSKFW5982R2ZD,Magar Inc,low,honest_two_way_trader,honest-loop-7
36SZLGV7596I4Z6,Jha Ltd,clean,ordinary_trader,
33NATEQ8115E3ZJ,"Jhaveri, Thaker and Srinivasan",low,honest_two_way_trader,honest-loop-8
33XCSSC4135A8ZK,Kadakia-Vaidya,clean,ordinary_trader,
07SYXAH7531U7Z5,"Subramanian, Muni and Brahmbhatt",low,honest_two_way_trader,honest-loop-3
06ACCHB4863X4ZO,Pandit Group,clean,ordinary_trader,
29BGSVV1898Z3Z7,"Brahmbhatt, Krishnan and Vaidya",clean,ordinary_trader,
32GOSPX3292M2ZW,Wable-Joshi,clean,ordinary_trader,
29BBZMR8839K8ZH,Amble-Barad,low,honest_two_way_trader,honest-loop-4
06YKRFQ3597C6ZT,Naik-Shere,low,honest_two_way_trader,honest-loop-1
27HBFIA8575S5ZG,"Murty, Jani and Shenoy",clean,ordinary_trader,
06XHRVN7187W9ZU,Dixit Inc,clean,ordinary_trader,
19HRJHS7152V1Z7,"Seshadri, Palan and Balan",clean,ordinary_trader,
06ORLKO7981B5ZH,Khatri-Rama,clean,ordinary_trader,
33WTFZI6600C6ZZ,Kalita-Ramaswamy,clean,ordinary_trader,
09XYHYQ3319S4ZV,Parsa-Nagar,clean,ordinary_trader,
09VYEMT7269Q9ZW,Panchal-Seshadri,clean,ordinary_trader,
06MDGYD7733Z9ZP,Thakur-Kohli,clean,ordinary_trader,
24ZYRVJ4232D6ZP,Edwin Inc,clean,ordinary_trader,
24CIDIO5758R9Z7,"Buch, Nair and Cherian",clean,ordinary_trader,
19UGXTT3099I4ZU,"Ramakrishnan, Majumdar and Saraf",clean,ordinary_trader,
29XYJKX3897M5ZE,"Patla, Swaminathan and Shankar",clean,ordinary_trader,
29NTMTG8163E7ZA,"Kunda, Aggarwal and Chakrabarti",clean,ordinary_trader,
09QBEQX2899P9ZO,Parekh Inc,clean,ordinary_trader,
06CVXFG3882U5ZS,"Patel, Bhatt and Kala",low,honest_two_way_trader,honest-loop-2
19FEHCB7123T8ZA,"Behl, Luthra and Mann",clean,ordinary_trader,
27CIQZW0382F4ZQ,Gupta and Sons,clean,ordinary_trader,
29XDGKQ3707O2ZC,Bava-De,clean,ordinary_trader,
32WWIMI7860B5ZF,Kar LLC,clean,ordinary_trader,
33OWLPG4031E7ZT,Malhotra-Bail,clean,ordinary_trader,
33HYAJW7045M8ZK,Bhattacharyya-Mander,low,honest_two_way_trader,honest-loop-8
33VBJEY5548J4ZJ,Dar PLC,low,honest_two_way_trader,honest-loop-7
24UYREY0796E4ZQ,Chakrabarti Inc,clean,ordinary_trader,
27KSOLT0648C8ZY,Bahl-Kadakia,clean,ordinary_trader,
24CSSPJ0779H4ZI,Shan-Ravi,clean,ordinary_trader,
33BXMJS4966W9ZZ,Raj Inc,low,honest_two_way_trader,honest-loop-6
24ZRJUO9619Q6ZN,"Parmer, Randhawa and Savant",clean,ordinary_trader,
32RPIFF3859T4ZO,Chaudhary Group,clean,ordinary_trader,
33FNENA4064U8ZK,Bhattacharyya-Jha,clean,ordinary_trader,
07VZHRS6336Z9Z8,"Bhagat, Ghosh and Bedi",clean,ordinary_trader,
32VOYJU3505D4Z2,Balakrishnan-Nadig,clean,ordinary_trader,
27NEOGJ8415X6ZK,Aggarwal Inc,clean,ordinary_trader,
19USFBY1444L4ZR,Saxena Inc,clean,ordinary_trader,
32SPVNI0603U6ZK,Thaker PLC,clean,ordinary_trader,
06ERIQI4260J2ZH,Hora-Tata,clean,ordinary_trader,
33XLWNQ7140X1Z6,"Bala, Jha and Narayan",clean,ordinary_trader,
27BEWNG9281O2Z2,Karnik Inc,clean,ordinary_trader,
27CGJFY4372Z4Z5,"Panchal, Kothari and Palla",clean,ordinary_trader,
32BQSBI4876Y5ZD,"Halder, Bose and Yogi",clean,ordinary_trader,
06GAIQN3233E1Z8,"Saran, Rastogi and Khalsa",low,honest_two_way_trader,honest-loop-1
06RRURR2668U4ZJ,Narasimhan-Bassi,clean,ordinary_trader,
24BOIGQ7552Q3ZV,Saraf-Bhatia,clean,ordinary_trader,
33HIDDB1140K9Z9,Dalal-Chauhan,clean,ordinary_trader,
33TIGMY4041Q2Z7,Hari PLC,clean,ordinary_trader,
09RNAEW8614F2ZJ,Bansal-Contractor,clean,ordinary_trader,
33OUIZV3222E3ZU,Gopal Inc,clean,ordinary_trader,
27WPRGI7175B2ZR,Mammen PLC,clean,ordinary_trader,
24CXKHK3377K1ZZ,Bobal PLC,clean,ordinary_trader,
33WVPLU5121B9ZH,"Mody, Raju and Dey",clean,ordinary_trader,
32PMDWG9509K6Z0,Chopra LLC,clean,ordinary_trader,
29DBJHV5560N1ZR,Bansal-Wable,clean,ordinary_trader,
36CTLXM7507W1ZA,Prasad Inc,clean,ordinary_trader,
24GADPK9249H6ZO,Nayar-Ghosh,clean,ordinary_trader,
33SLYER7185O7Z1,Wagle and Sons,clean,ordinary_trader,
07VEMXD0919K3ZY,"Bassi, Mani and Walla",clean,ordinary_trader,
19CPNBA8146O2Z1,"Tripathi, Natarajan and Golla",clean,ordinary_trader,
27PQDKK0312S2Z3,"Sachdeva, Gala and Dasgupta",clean,ordinary_trader,
24PCHMY1703S2ZV,"Dewan, Choudhury and Setty",clean,ordinary_trader,
19YAURK0570U6ZK,Doctor Group,clean,ordinary_trader,
07AZUQQ0640Q5ZF,Chatterjee-Natarajan,clean,ordinary_trader,
09YHRLP2639P1Z9,Dhawan-Ratta,clean,ordinary_trader,
33AQBKO8709G1ZV,"Rajan, Sahota and Bains",clean,ordinary_trader,
27JSCUM4937H4ZU,Seth Inc,clean,ordinary_trader,
09NXOPA1494B2ZH,Bandi and Sons,clean,ordinary_trader,
29RQPOC6542F2ZC,Pingle-Prabhakar,clean,ordinary_trader,
09RRILU6622B7ZD,Halder Group,clean,ordinary_trader,
19WEUNR6693W3ZT,"Parmar, Bassi and Chaudhry",clean,ordinary_trader,
29CIZPR4265B9Z6,Bir PLC,clean,ordinary_trader,
36ZNLHT7092D1Z2,Dayal Inc,clean,ordinary_trader,
06ACFZF6989L2ZI,"Ganesh, Chand and Shetty",clean,ordinary_trader,
32MVYUZ1132F8ZI,Bandi Ltd,clean,ordinary_trader,
33IIHGT8959U3ZP,Srinivasan-Chawla,clean,ordinary_trader,
32KBHHX8627B7Z8,Padmanabhan and Sons,clean,ordinary_trader,
32RKFWT7522F4ZT,Srinivas Group,clean,ordinary_trader,
19MMHTC7725Z4ZD,Bal-Thakur,low,honest_two_way_trader,honest-loop-3
06DZCYI9438G6Z8,Andra Ltd,clean,ordinary_trader,
29FVSRD1891B4ZI,"Bhasin, Jha and Sura",clean,ordinary_trader,
07FFSKF4628R1ZH,Sanghvi and Sons,clean,ordinary_trader,
09VUDEL4094G8ZK,Sunder-Deshpande,clean,ordinary_trader,
36BJMQW3370Q9Z8,"Bal, Manda and Ranganathan",clean,ordinary_trader,
07XBDJQ5123S6ZB,Puri-Chatterjee,clean,ordinary_trader,
29LHROC4710L1ZN,"Raja, Sampath and Roy",low,honest_two_way_trader,honest-loop-8
32UXNPI5880G6ZC,Upadhyay-Manda,clean,ordinary_trader,
19YFXHX2655R1ZC,Natarajan-Soman,clean,ordinary_trader,
07TOVBZ4826E7Z5,Dewan Ltd,clean,ordinary_trader,
19CYPRQ1633Z3ZW,Morar-Iyengar,low,honest_two_way_trader,honest-loop-6
07EXTIT3702Q9ZH,"Jain, Hayer and Karpe",clean,ordinary_trader,
27HNPSN9213T1ZU,Dugal-Magar,clean,ordinary_trader,
09JMIHZ2598E4Z3,Shroff Ltd,clean,ordinary_trader,
27CODVA1043L3ZV,Mand-Tella,clean,ordinary_trader,
33GIYYW5160P7ZT,"Chacko, Khanna and Narang",clean,ordinary_trader,
29QCWTL8745U8Z5,"Bhardwaj, Sane and Ravel",clean,ordinary_trader,
09PIYNU2670I8Z6,Chana Group,clean,ordinary_trader,
32OOGNS6960B9Z4,Sengupta-Agate,clean,ordinary_trader,
07MUUKX8442O4Z1,Nadkarni Group,clean,ordinary_trader,
29DHEMU4656I1ZB,Vaidya Ltd,clean,ordinary_trader,
07YCTBI9753F9ZX,Bajwa Ltd,clean,ordinary_trader,
29BNXNX6590L4Z4,Grewal-Wadhwa,clean,ordinary_trader,
07ROAJG5794T2ZM,"Mall, Dani and Dar",clean,ordinary_trader,
33YSMVQ1210B7ZP,"Kale, Banik and Varughese",clean,ordinary_trader,
19NBCUY1635Q1ZY,"Bal, Keer and Pant",clean,ordinary_trader,
29DAPUV3785O1ZT,Choudhury Ltd,clean,ordinary_trader,
24UFCOR5556M3ZC,Sridhar LLC,clean,ordinary_trader,
27WYSYK2068F6ZE,"Sachdev, Sandal and Sarma",clean,ordinary_trader,
06IPDSU6198M9Z3,"Comar, Varty and Ramesh",clean,ordinary_trader,
36PKRJH5315G3Z6,Bir LLC,clean,ordinary_trader,
32XJBKP3694S3ZD,Gopal and Sons,clean,ordinary_trader,
27LBHKX8967O1ZW,"Zachariah, Pandey and Radhakrishnan",clean,ordinary_trader,
09YBTXK1051X1ZJ,Dewan-Bose,clean,ordinary_trader,
06IMIBE6475V3ZD,"Sarna, Dada and Chhabra",clean,ordinary_trader,
36UDXPB8862A5ZV,Handa-Ganguly,clean,ordinary_trader,
36BOIWM2878G4Z2,"Basak, Nori and Ramanathan",clean,ordinary_trader,
33WVEQQ4071D4Z8,Loyal-Kashyap,clean,ordinary_trader,
09MXATJ6301J2ZV,Parekh LLC,clean,ordinary_trader,
24IMGUA4613H1ZX,"Kalla, Wali and Patil",low,honest_two_way_trader,honest-loop-4
36BQPVX5294U5ZQ,Morar-Dixit,clean,ordinary_trader,
24YNWVK6564A6ZU,Wadhwa-Bhatnagar,clean,ordinary_trader,
07FHMKQ8075E7ZD,"Sarin, Soman and Gade",clean,ordinary_trader,
36ZBMCI6231G7ZH,Chokshi Ltd,clean,ordinary_trader,
06XHYSC5071W6ZD,Prakash-Sura,clean,ordinary_trader,
06SZKBI9358D9Z0,Gara-Pai,clean,ordinary_trader,
27HQXZR7594V1ZD,Shere-Saini,clean,ordinary_trader,
09VWCRM7464E4ZR,"Chanda, Krish and Seth",clean,ordinary_trader,
29WMPDX5636E9ZG,Sachar LLC,clean,ordinary_trader,
19FJCLX7866Q7ZP,Behl-Swaminathan,high,invoice_mill,mill-1
06YTMXA2257X1ZM,Magar Ltd,high,invoice_mill,mill-2
24AVXXZ3243P5ZQ,Panchal PLC,high,invoice_mill,mill-3
36GZMHW0152J3ZI,"Din, Sankaran and Mammen",high,invoice_mill,mill-4
27JBMUU9826S7ZN,"Sahni, Parmer and Ram",high,invoice_mill,mill-5
09GVXHG3909Y3Z1,"Batta, Tripathi and Ganesan",high,invoice_mill,mill-6
36VLISZ5375Y7ZO,"Nagarajan, Mani and Dhar",medium,grey_mill,grey-mill-1
06FGAXH0240R6ZN,Banik Inc,medium,grey_mill,grey-mill-2
32EFRSW6655Y6ZP,Narula and Sons,medium,grey_mill,grey-mill-3
07GKQVG7077Q4ZU,Bava and Sons,medium,grey_mill,grey-mill-4
