gstin,name,band,planted_as,group
06MYCTQ0791N3ZF,Pal Ltd,clean,ordinary_trader,
32HZYTI1836V3Z2,Yadav-Sachdeva,clean,ordinary_trader,
19LHQIY6848H2Z2,Choudhury LLC,clean,ordinary_trader,
29GFIQV7395E9Z3,Dubey LLC,clean,ordinary_trader,
36ASOLR6502W9Z2,Seshadri Inc,clean,ordinary_trader,
19KIBNO2339N5ZT,Kunda LLC,clean,ordinary_trader,
27ZGFBR1868U4ZV,Dugar-Chaudry,clean,ordinary_trader,
33LQJHM3744S2Z9,Guha and Sons,clean,ordinary_trader,
33PIIUV6075T1ZU,Dutta and Sons,clean,ordinary_trader,
33ZMJWL1830Y5ZG,"Singh, Rau and Mody",low,honest_two_way_trader,honest-loop-2
06AABCI8745C6ZM,Gopal-Nigam,clean,ordinary_trader,
27ZWADP3446W2Z9,Mane-Bhagat,clean,ordinary_trader,
07FFINO8392J7ZL,"Nath, Tandon and Viswanathan",clean,ordinary_trader,
19YVAHD7594S1ZE,Shetty-Nayak,clean,ordinary_trader,
09HNSHS9691M4ZQ,Banik-Dhawan,clean,ordinary_trader,
24WJWAU2568M1ZM,"Dayal, Kota and Prabhu",low,honest_two_way_trader,honest-loop-2
09RHVLR4068C6Z2,Nori-Issac,clean,ordinary_trader,
29ARDGE0223X7Z9,"Bajaj, Krish and Nath",clean,ordinary_trader,
06LXXYK7318V9ZH,"Dasgupta, Hans and Kade",clean,ordinary_trader,
07WSVSJ7622I6ZN,Kala Ltd,clean,ordinary_trader,
27QZYXN4653X8Z2,Kibe Ltd,clean,ordinary_trader,
27OROOD3001N5Z2,"Srinivas, Rau and Bhattacharyya",clean,ordinary_trader,
27OLDFD3653T7ZA,Kala-Sankaran,clean,ordinary_trader,
33PFRJA9409E4ZA,"Kale, Dar and Chada",clean,ordinary_trader,
27ZQPZK9211L9Z0,"Apte, Kalla and Nadkarni",clean,ordinary_trader,
32LLPNK6357F1ZM,"Deshpande, Rattan and Gole",clean,ordinary_trader,
09CFAYF7149E3ZL,Dhawan Ltd,clean,ordinary_trader,
29YYRST2855R5ZW,"Nadig, Parikh and Bala",clean,ordinary_trader,
07BRRBC3374W7ZI,Sarna LLC,clean,ordinary_trader,
33GKREY1319M6ZK,"Mitter, Kunda and Sarin",clean,ordinary_trader,
24MQAKY3341R5ZX,Malhotra-Sidhu,clean,ordinary_trader,
36KJPDS9803M4Z4,Mohan-Radhakrishnan,clean,ordinary_trader,
29CPBVE3020H8Z4,Bali-Saxena,low,honest_two_way_trader,honest-loop-3
32VTFOS2353N6ZQ,"Bhatia, Rau and Prashad",clean,ordinary_trader,
33WZKZU3297C2ZC,Murthy-Deshmukh,clean,ordinary_trader,
24YUQIJ9120Y5ZE,Khanna-Palan,clean,ordinary_trader,
07URLED8219Q1ZW,Sanghvi-Mahajan,clean,ordinary_trader,
32AQDSG3896J7ZS,"Dua, Bhattacharyya and Mitra",clean,ordinary_trader,
32URHJQ7334Q9Z2,Mukherjee and Sons,clean,ordinary_trader,
19IOZIG1233M1ZT,Sahota Ltd,clean,ordinary_trader,
24LTMQZ5222D2ZU,Shanker PLC,clean,ordinary_trader,
07PYSKL8531U5Z2,Yohannan-Viswanathan,clean,ordinary_trader,
36WNJJT8742B8ZZ,"Deep, Deshmukh and Bhavsar",clean,ordinary_trader,
27YYMOY9993D6Z0,"Sule, Comar and Anand",clean,ordinary_trader,
07GVLUW1525M9ZX,"Doshi, Varkey and Sawhney",clean,ordinary_trader,
29GHUNF0559R3Z3,Panchal Inc,clean,ordinary_trader,
33FRRNT1319T3ZQ,"Atwal, Bali and Joshi",clean,ordinary_trader,
32XXWID9341O7ZQ,Nair-Dewan,clean,ordinary_trader,
19POSWT5505H9ZO,Verma-Ravel,clean,ordinary_trader,
36BMFHO5940F2ZF,"Dua, Chandran and Khosla",clean,ordinary_trader,
36AENZS8446J8ZE,Sami Inc,clean,ordinary_trader,
32UYRYZ7752V6ZS,"Tara, Lal and Shere",clean,ordinary_trader,
06SDCNK1030N5ZJ,"Prabhakar, Joshi and Mandal",clean,ordinary_trader,
07VMDNQ6463M6Z9,Walia-Nair,low,honest_two_way_trader,honest-loop-6
33BOZAH6178Z8ZX,Morar and Sons,clean,ordinary_trader,
32JULDA0806M7ZG,Prakash-Vohra,clean,ordinary_trader,
09INXAF8375K2Z6,"Mital, Rana and Pai",clean,ordinary_trader,
09GVUGC2028A1ZM,Vohra-Nazareth,clean,ordinary_trader,
07ITPSJ4385A7Z2,Memon-Sani,clean,ordinary_trader,
29LFKQZ7813G3Z5,"Kibe, Sane and Tara",clean,ordinary_trader,
19KWQXJ6573Z5ZV,"Sawhney, Madan and Brar",clean,ordinary_trader,
19JGIHA5030N3ZQ,Bhatt-Vaidya,clean,ordinary_trader,
29XNDIP9168I4Z3,Madan PLC,clean,ordinary_trader,
24GNCGA7497G8ZP,Wadhwa-Swamy,clean,ordinary_trader,
07LBKUM8626T5Z2,"Bhatti, Manda and Raja",clean,ordinary_trader,
19CZTRE2127E4Z0,"Lall, Rao and Ramesh",clean,ordinary_trader,
07JUUDM8979S8ZM,"Madan, Balakrishnan and Sengupta",low,honest_two_way_trader,honest-loop-9
32UNUON8481L9Z3,"Krish, Sengupta and Nazareth",clean,ordinary_trader,
27NBTYE8724G5ZF,Srinivasan Inc,clean,ordinary_trader,
09ECLYC7150C7ZP,Randhawa-Walla,clean,ordinary_trader,
09GERAB3813N5ZV,Shanker-Hari,clean,ordinary_trader,
29LKWEM9651E2ZU,Issac Inc,clean,ordinary_trader,
24JYAAN8669X6ZR,"Mand, Chopra and Pingle",clean,ordinary_trader,
27VOTTF9088D4ZZ,"Bhakta, Gade and Lata",clean,ordinary_trader,
33DGIEE5764P3Z0,"Bali, Contractor and Nagar",clean,ordinary_trader,
06INNOV8757C5ZW,Bhavsar Ltd,clean,ordinary_trader,
36LCZOR2260Q9ZU,Bhat LLC,clean,ordinary_trader,
06KWSOM6847C7ZQ,Borah LLC,clean,ordinary_trader,
24KKDRM8984U5Z9,"Shere, Edwin and Ravi",clean,ordinary_trader,
36KTRUD3697O4ZC,Sastry Group,clean,ordinary_trader,
19KYQIN9798D9ZO,Kumar-Dara,clean,ordinary_trader,
33IWBSK7111Y2ZY,Baria and Sons,clean,ordinary_trader,
19LWLAY4402W6Z3,"Rama, Cherian and Dhillon",clean,ordinary_trader,
33PRHFI9856H1ZZ,Patil Inc,clean,ordinary_trader,
33QZMJW5964N9Z2,Dave-Sunder,clean,ordinary_trader,
29MKDTI3671J9Z3,Sami Inc,clean,ordinary_trader,
07ROICN7113A5ZL,"Dada, Agate and Tank",clean,ordinary_trader,
32AVFMU5995C1ZE,"Chahal, Lal and Chandra",clean,ordinary_trader,
09RPOZC6566C5Z6,"Gera, Bedi and Nanda",clean,ordinary_trader,
36AHBUS7920R8ZA,Sethi-Sridhar,clean,ordinary_trader,
29SCANI9655E7ZS,"Dash, Mody and Khare",clean,ordinary_trader,
09CCAXJ2496Z5ZE,"Gill, Lad and Bansal",clean,ordinary_trader,
32IMMUH9855V9ZW,Edwin-Deo,clean,ordinary_trader,
19IUUTA7684O2ZZ,"Vora, Dewan and Sen",clean,ordinary_trader,
09BKAIU3757C6Z6,D’Alia-Mittal,clean,ordinary_trader,
06CZRVJ2961M1Z5,"Shukla, Edwin and Maharaj",clean,ordinary_trader,
27EPADU3630E8ZY,Bhakta-Shroff,clean,ordinary_trader,
06JSQCH3871L4ZH,"Aurora, Nair and Aggarwal",clean,ordinary_trader,
29FLBXQ7642O7ZH,"Mittal, Chanda and Kalita",clean,ordinary_trader,
32NYMLL2541F4ZX,Bhatt Inc,clean,ordinary_trader,
24ORSVJ3771C7ZA,Karpe-Gole,clean,ordinary_trader,
09CUUFZ5029I9Z1,Master-Kanda,clean,ordinary_trader,
07EMJZW6780Y2Z6,Sagar-Iyer,clean,ordinary_trader,
07QJCUU9074V6ZQ,Prabhakar PLC,clean,ordinary_trader,
06CZWZT0778Y8ZR,"Atwal, Bedi and Ramaswamy",clean,ordinary_trader,
29EDLUJ6782B9ZN,"Bawa, Sarraf and Baria",clean,ordinary_trader,
36GAOEQ6815D2Z4,Parekh Ltd,clean,ordinary_trader,
24PLQHH9212P8ZI,Bir-Hayre,clean,ordinary_trader,
09WTMQE1852U4ZK,Jayaraman-Varma,clean,ordinary_trader,
07OUVHB6781R2ZY,Radhakrishnan Inc,clean,ordinary_trader,
09DEZZY0415W2ZZ,Chopra Group,clean,ordinary_trader,
27MVGTD3020U7Z7,Varma Ltd,clean,ordinary_trader,
29JYHEP0076Z4Z6,Goel LLC,clean,ordinary_trader,
24HRSCE4605D7ZL,Raju-Gade,clean,ordinary_trader,
36QQKJS9235Z3ZJ,Dani-Grewal,clean,ordinary_trader,
09HLMFJ7432I3Z0,Sarraf Ltd,clean,ordinary_trader,
19NRZVD4891L6ZJ,"Kashyap, Kadakia and Bhatia",clean,ordinary_trader,
29YZPYG4538Z3ZK,Karan LLC,clean,ordinary_trader,
32ESLQR1412B2ZA,Rama-Parekh,clean,ordinary_trader,
33JISGB7831B1ZP,"Pandya, Randhawa and Bose",clean,ordinary_trader,
09LBIHG1357U3Z5,Chaudhari-Bhargava,clean,ordinary_trader,
36KWKNX9486K4Z7,"Bobal, Raju and Venkataraman",clean,ordinary_trader,
09VLGCS4753E9ZC,More PLC,clean,ordinary_trader,
27UHOJY3650W1Z8,Sangha-Rai,clean,ordinary_trader,
36YFQMU2283G8Z5,"Raju, Upadhyay and Gupta",clean,ordinary_trader,
09IMKIV8271P7ZR,Dara Inc,clean,ordinary_trader,
32VGJYS8851Y7ZH,Sagar-Toor,clean,ordinary_trader,
32XFWUJ4303Q8Z3,Mani Group,clean,ordinary_trader,
19ZWUJN7929G8ZL,Hegde-Zachariah,clean,ordinary_trader,
36CCPQF8694V1ZW,Bhasin PLC,clean,ordinary_trader,
27WBEYV0509G2ZI,"Hayer, Chand and Narula",clean,ordinary_trader,
33IBSCQ6384C9Z5,"Mukherjee, Singhal and Ramakrishnan",clean,ordinary_trader,
27FUKNH6599S9ZG,Buch LLC,low,honest_two_way_trader,honest-loop-1
27AMFJO0120R6ZS,Karpe Inc,clean,ordinary_trader,
19FQBXB8738Z5ZJ,"Chaudhuri, Bhat and Mohanty",clean,ordinary_trader,
32XECHK8217U2ZJ,"Pau, Joshi and Ahuja",clean,ordinary_trader,
09INGKL3395U5ZC,Kari-Srinivas,clean,ordinary_trader,
27SUBEA9705R7Z5,Chaudhary Group,clean,ordinary_trader,
07ZWKAV8184Z7Z0,Thaman and Sons,clean,ordinary_trader,
24BRKBB3637U4ZA,Gera-Apte,clean,ordinary_trader,
32XZZRY0023S9ZZ,Prabhakar-Nayak,clean,ordinary_trader,
24ZWGUV4202L4ZI,Prasad PLC,clean,ordinary_trader,
33WQVSF7827J6Z4,"Khanna, Sane and Oza",clean,ordinary_trader,
36IJGLB8995H5ZW,"Aurora, Kala and Kanda",clean,ordinary_trader,
06FBDBE3080G2ZD,Babu LLC,clean,ordinary_trader,
32RWRJD2413G6ZV,Sen-Dutt,clean,ordinary_trader,
09PDDDG2114R6ZF,"Deep, Kakar and Barad",low,honest_two_way_trader,honest-loop-14
33ZAQAW3421M1ZC,Mallick Ltd,clean,ordinary_trader,
06ZNYNN8872A2ZA,"Bains, Chad and Ravel",clean,ordinary_trader,
36OVLDK8669H4Z3,"Dara, Patla and Lata",clean,ordinary_trader,
36TNCSH0262P5ZT,"Wadhwa, Saini and Bava",clean,ordinary_trader,
32OVCAK3848E9ZM,Bajwa Ltd,clean,ordinary_trader,
36UHGZB2945P8ZV,Nanda-Savant,clean,ordinary_trader,
36AWAEH4360L4ZG,Jayaraman PLC,clean,ordinary_trader,
24LQMHJ0589Q8ZA,Padmanabhan-Bali,clean,ordinary_trader,
32SLMRC1782J8ZO,Arya-Naik,clean,ordinary_trader,
33SGXTV2610Z4ZB,Gala PLC,clean,ordinary_trader,
27RYCWZ9214U7ZY,"Oak, Kothari and Hayer",clean,ordinary_trader,
33AJLQO4062J4ZL,"Sharaf, Bava and Raval",low,honest_two_way_trader,honest-loop-14
09GRCHD9708E8Z6,Sahota and Sons,clean,ordinary_trader,
06WZECI3783F3ZC,Brar-Sharma,clean,ordinary_trader,
27XMQRZ9354U1ZE,"Chada, Babu and Narayanan",clean,ordinary_trader,
19XQJBG0567H5Z5,Soman LLC,clean,ordinary_trader,
09ARSHP7746F3ZQ,"Garde, Sachar and Maharaj",clean,ordinary_trader,
36AOKJO0851D2ZS,Kata PLC,clean,ordinary_trader,
07KBTDS6011H7Z0,Kala Inc,clean,ordinary_trader,
24DNAKC4169O5ZX,Kaur-Dugal,clean,ordinary_trader,
19REOUO9302T6Z3,"Vyas, Grewal and Chowdhury",clean,ordinary_trader,
24GVWYC5242P3ZB,"Chatterjee, Arya and Kunda",clean,ordinary_trader,
06SYEST9487M8ZD,Dora-Ghose,clean,ordinary_trader,
33NFBVN7203H3ZW,Banerjee Inc,low,honest_two_way_trader,honest-loop-18
33NZLUC1145O1ZC,Din-Thakkar,clean,ordinary_trader,
32YSTPI3823N1ZO,"Khatri, Saha and Dada",clean,ordinary_trader,
33JRSNR0747O7ZZ,Kala PLC,clean,ordinary_trader,
32GHVXW5306M3ZC,"Gera, Choudhury and Garde",clean,ordinary_trader,
24QGLNH3235H4ZJ,Nath-Ravel,clean,ordinary_trader,
27ESEGE0624L2ZG,Vohra LLC,clean,ordinary_trader,
29EBUKX7702T9ZW,Khurana Group,clean,ordinary_trader,
32VZQBN7221O2ZW,Mody Ltd,clean,ordinary_trader,
33LKMIV9804Q1ZD,Patel-Muni,clean,ordinary_trader,
29OUBOW5574N1Z2,Pillay-Keer,clean,ordinary_trader,
29XYQFD5991D4Z9,Narain PLC,clean,ordinary_trader,
33XXEUI5490L3ZL,Konda-Gole,clean,ordinary_trader,
33XHLRJ9499Z7ZD,Sant-Mukhopadhyay,low,honest_two_way_trader,honest-loop-1
19WFHBX8459T9ZZ,"Srivastava, Chopra and Pingle",clean,ordinary_trader,
19FLPWS3263P8Z3,"Agarwal, Bora and Kara",clean,ordinary_trader,
19QIHDX4076J5ZD,"Chopra, Sawhney and Chand",clean,ordinary_trader,
24GBKGE9107F2ZI,Nadkarni-Gera,clean,ordinary_trader,
36SLAIW9566G4ZU,"Nayar, Kunda and Tak",clean,ordinary_trader,
32HPKDX0165L1ZV,"Narain, Rout and Wali",clean,ordinary_trader,
36PJIDK6313S4ZZ,Apte PLC,clean,ordinary_trader,
09NXUTC2653T7ZX,Roy PLC,clean,ordinary_trader,
24TAFTG7862R9Z6,"Rao, Bhardwaj and Gala",clean,ordinary_trader,
27UFXEW3638E9ZG,Karnik Group,clean,ordinary_trader,
32ZJVLM6437K6Z7,"Sethi, Ravel and Keer",clean,ordinary_trader,
09RONYS4088W5ZD,Dasgupta Group,low,honest_two_way_trader,honest-loop-7
27KYWUE7710V5ZC,"Mukherjee, Sethi and Goel",clean,ordinary_trader,
29BMEKY4972T2ZE,Khatri LLC,clean,ordinary_trader,
07CPAKR3159C6Z6,Yadav-Pradhan,clean,ordinary_trader,
24LUXFN0029T2ZG,Sengupta-Sami,clean,ordinary_trader,
09FYBNU0683A6ZW,Seth LLC,clean,ordinary_trader,
09XKYBM1496U1ZU,"Manda, Bora and Iyer",clean,ordinary_trader,
07BTUQP2554I3Z1,"Mane, Yohannan and Sarkar",clean,ordinary_trader,
33PFWHD9788O7Z6,"Wadhwa, Memon and Salvi",clean,ordinary_trader,
36ENNFG5948A4Z6,Ramachandran Group,clean,ordinary_trader,
07XKNFN1297C8Z2,Master Inc,clean,ordinary_trader,
07EQFPJ2114N1ZU,Batra LLC,clean,ordinary_trader,
06ELZUF6460J3Z8,Reddy-Gole,clean,ordinary_trader,
09YARNK5803H8ZN,Bhatnagar-Vaidya,clean,ordinary_trader,
07XSZMA4829F7ZD,Naidu Inc,clean,ordinary_trader,
36TAUVC0696P5Z4,Hora-Raja,clean,ordinary_trader,
09CUBWZ8000R4ZC,Mahal Inc,clean,ordinary_trader,
24TFDQH5064O3ZY,Krishnamurthy and Sons,clean,ordinary_trader,
32SUTFF5881X6ZG,"Suresh, Chandra and Bala",clean,ordinary_trader,
29CTKXD7018G8ZU,Saraf Ltd,clean,ordinary_trader,
07YRZGW0080Q5ZB,"Garg, Pau and Dey",clean,ordinary_trader,
24VFTVD4871S3ZW,Sidhu-Dhar,clean,ordinary_trader,
06QGYKA6359L8Z0,Subramaniam Ltd,clean,ordinary_trader,
07HNDAC7174A3Z5,Nagarajan-Savant,clean,ordinary_trader,
19GQKKT5057E4Z6,Hans-Aurora,clean,ordinary_trader,
07ULRXS8874S2ZN,"Anne, Seshadri and Ben",clean,ordinary_trader,
32KJKMN6484U7ZN,Majumdar and Sons,clean,ordinary_trader,
06AOBGQ5239V8ZF,Parmer-Jhaveri,clean,ordinary_trader,
06IGZSH2767F5Z0,Ramesh Inc,clean,ordinary_trader,
06DZHEW6061W2ZS,Sharma-Varty,clean,ordinary_trader,
06ENBMI2016E2ZJ,Konda-Mangal,clean,ordinary_trader,
19VOKJX2044X4ZT,Bansal PLC,clean,ordinary_trader,
24MUJII8945M1Z0,Devan-Pandya,clean,ordinary_trader,
19BZEFW1480F6Z8,Mody Ltd,clean,ordinary_trader,
06JEJNS6957X1Z9,Doctor PLC,clean,ordinary_trader,
27MTNJL7732K6ZH,"Arya, Dyal and Vohra",clean,ordinary_trader,
06YPDLL6006B6ZN,Sandhu-Ravel,clean,ordinary_trader,
07XCWRA1373Q8ZW,Gandhi and Sons,clean,ordinary_trader,
07GZHSS1716P6ZB,Mukherjee-De,clean,ordinary_trader,
27YJZBZ8374L7Z7,"Srinivasan, Dube and Sura",clean,ordinary_trader,
36NRSZV1193C8ZL,"Nayak, Jhaveri and Saini",clean,ordinary_trader,
06WNTKI4503E6Z8,"Shroff, Upadhyay and Wagle",clean,ordinary_trader,
36KQFWW5519A7Z8,Samra-Munshi,clean,ordinary_trader,
29ARILY4646G7ZB,Ben-Radhakrishnan,clean,ordinary_trader,
06HFAFM5945P1ZL,Srinivasan Ltd,clean,ordinary_trader,
24UUBVF5038G7ZW,Pau-Mangal,clean,ordinary_trader,
33EVMUF8137F9Z7,Sama and Sons,clean,ordinary_trader,
06RUOBA2687M5ZX,Rai-Nair,clean,ordinary_trader,
27JOHEZ8538U2ZY,Master-Hans,clean,ordinary_trader,
06ITSTT5658S4Z7,Badal-Dash,clean,ordinary_trader,
06FUFTA8988N4Z8,Venkataraman-Sathe,clean,ordinary_trader,
24DZRRH4354M7ZS,Gola-Hora,clean,ordinary_trader,
09TPHGJ8510R6ZD,Andra-Reddy,clean,ordinary_trader,
32ZLZJD3067N5ZE,Keer-Prasad,clean,ordinary_trader,
27IGCHQ9187K8ZA,Bajaj-Sastry,clean,ordinary_trader,
09NEYGU2321F2ZI,Sarin and Sons,clean,ordinary_trader,
29HOUDN9979U7Z7,"Khosla, Pillay and Dara",clean,ordinary_trader,
27NQRVF9575C6ZQ,Boase-Dewan,clean,ordinary_trader,
27ISQSY8467Y9ZP,"Sandal, Narang and Golla",clean,ordinary_trader,
27DWJOU5759H6ZS,Garde Ltd,clean,ordinary_trader,
24NGPVO0298Q8ZW,Lad and Sons,clean,ordinary_trader,
19LTMKQ8159Q5ZC,"Varughese, Bora and Wason",clean,ordinary_trader,
27YVBKM4475J5ZK,"Din, Hari and Choudhary",clean,ordinary_trader,
33LVNFP1067J5ZX,"Bala, Srinivasan and Kota",clean,ordinary_trader,
27LCXQX2689P8ZP,"Shroff, Prabhakar and Sibal",clean,ordinary_trader,
27BAEWJ1351Z5ZK,Parekh and Sons,clean,ordinary_trader,
33ZCSCT4596B7ZU,"Virk, Lal and Bhatti",clean,ordinary_trader,
32WXSUX8859H6Z9,"Dave, Dyal and Kapur",clean,ordinary_trader,
06AOGTZ5134C4Z0,Krishnan-Sarraf,clean,ordinary_trader,
19BZPFJ0834C5ZT,Chandra-Patla,clean,ordinary_trader,
09PCMXE8651V4ZK,Wali-Jhaveri,low,honest_two_way_trader,honest-loop-3
24QTIXQ5668K6Z9,Viswanathan-Pradhan,clean,ordinary_trader,
33BJVMN3116U3ZK,Dara and Sons,clean,ordinary_trader,
32CRNFY6373O9Z8,"Magar, Misra and Arya",low,honest_two_way_trader,honest-loop-17
09FNAGO2723O5ZZ,Barman PLC,clean,ordinary_trader,
27LHVJB5291F9ZC,Gala-Bali,clean,ordinary_trader,
36WYPVY8076K3Z3,Agrawal-Cheema,clean,ordinary_trader,
29ODIBW8657S1Z8,"Tailor, Kade and Jani",clean,ordinary_trader,
09EFSQI3042J4ZM,Yohannan-Sane,clean,ordinary_trader,
06XZQVR7999N1Z0,Thakur and Sons,clean,ordinary_trader,
36WAVDP4011U2Z3,Oak Inc,clean,ordinary_trader,
06THCMS0056K9ZV,Bera and Sons,clean,ordinary_trader,
07TLLXR8407K4Z9,Tank-Zacharia,clean,ordinary_trader,
32YKYQM2933I6ZP,Parmer-Lata,clean,ordinary_trader,
19ICMVC1419T7ZU,Reddy Ltd,clean,ordinary_trader,
06UHJGH1204O4Z9,"Vala, Varghese and Lall",clean,ordinary_trader,
32SGBJM3526O4ZB,Kakar PLC,clean,ordinary_trader,
24EZULO5490G8ZD,Seth PLC,clean,ordinary_trader,
